term_str,n,n_chars,p,i,max_pos,max_pos_group,stem_porter,stop,dfidf,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust,sentiment
heal,3,4,1.4480441750009651e-05,16.07553485952764,VB,VB,heal,0,3.169925001442312,0,0,0,0,1,0,1,0,0,1,1
healing,2,7,9.65362783333977e-06,16.660497360248794,NN,NN,heal,0,3.169925001442312,0,1,0,0,1,0,1,0,0,1,1
heartache,2,9,9.65362783333977e-06,16.660497360248794,NN,NN,heartach,0,2.584962500721156,0,0,0,0,0,1,0,1,0,0,-1
heavenly,4,8,1.930725566667954e-05,15.660497360248796,RB,RB,heavenli,0,3.0,0,1,0,0,1,0,1,0,0,1,1
heavens,42,7,0.0002027261845001,12.268179937470034,NN,NN,heaven,0,0.0,0,0,0,0,1,0,1,0,0,1,1
hell,99,4,0.0004778545777503,11.031140740169183,NN,NN,hell,0,0.0,1,0,1,1,0,1,0,1,0,0,-1
helpless,3,8,1.4480441750009651e-05,16.07553485952764,JJ,JJ,helpless,0,3.169925001442312,0,0,0,1,0,1,0,1,0,0,-1
hero,14,4,6.757539483337838e-05,13.85314243819119,NN,NN,hero,0,2.3398500028846247,0,1,0,0,1,0,1,0,1,1,1
highest,5,7,2.4134069583349424e-05,15.338569265361432,JJS,JJ,highest,0,2.3398500028846247,0,1,0,1,1,1,1,0,1,0,0
hire,4,4,1.930725566667954e-05,15.660497360248796,NN,NN,hire,0,2.584962500721156,0,1,0,0,1,0,1,0,0,1,1
hit,66,3,0.0003185697185002,11.61610324089034,VBD,VB,hit,0,0.0,1,0,0,0,0,1,0,0,0,0,-1
hog,1,3,4.826813916669885e-06,17.660497360248794,JJ,JJ,hog,0,2.584962500721156,0,0,1,0,0,1,0,0,0,0,-1
holiday,6,7,2.8960883500019303e-05,15.07553485952764,NN,NN,holiday,0,2.3398500028846247,0,1,0,0,1,0,1,0,0,0,1
hollow,6,6,2.8960883500019303e-05,15.07553485952764,JJ,JJ,hollow,0,3.169925001442312,0,0,0,0,0,1,0,1,0,0,-1
homeless,1,8,4.826813916669885e-06,17.660497360248794,NN,NN,homeless,0,2.584962500721156,1,1,1,1,0,1,0,1,0,0,-1
homicide,1,8,4.826813916669885e-06,17.660497360248794,NNP,NN,homicid,0,2.584962500721156,1,0,1,1,0,1,0,1,0,0,-1
honest,23,6,0.0001110167200834,13.136935404191782,VBN,NN,honest,0,3.0,1,0,1,1,1,0,1,1,0,1,1
honeymoon,2,9,9.65362783333977e-06,16.660497360248794,NN,NN,honeymoon,0,2.584962500721156,0,1,0,0,1,0,1,0,1,1,1
honor,1,5,4.826813916669885e-06,17.660497360248794,NNP,NN,honor,0,2.584962500721156,0,0,0,0,0,0,1,0,0,1,1
hood,7,4,3.378769741668919e-05,14.85314243819119,NN,NN,hood,0,2.3398500028846247,1,0,1,1,0,1,0,0,0,0,-1
hoot,3,4,1.4480441750009651e-05,16.07553485952764,NN,NN,hoot,0,2.584962500721156,1,0,1,0,0,1,0,0,0,0,-1
hope,141,4,0.0006805807622504,10.520946007850002,VBP,VB,hope,0,0.0,0,1,0,0,1,0,1,0,1,1,1
hopeless,19,8,9.17094644167278e-05,13.412569846805209,JJ,JJ,hopeless,0,3.169925001442312,0,0,0,1,0,1,0,1,0,0,-1
horizon,4,7,1.930725566667954e-05,15.660497360248796,NN,NN,horizon,0,3.169925001442312,0,1,0,0,0,0,1,0,0,0,1
hospital,1,8,4.826813916669885e-06,17.660497360248794,NN,NN,hospit,0,2.584962500721156,0,0,0,1,0,0,0,1,0,1,0
hug,4,3,1.930725566667954e-05,15.660497360248796,VB,VB,hug,0,3.169925001442312,0,0,0,0,1,0,1,0,0,1,1
humanity,1,8,4.826813916669885e-06,17.660497360248794,NN,NN,human,0,2.584962500721156,0,0,0,0,1,0,1,0,0,1,1
hungry,3,6,1.4480441750009651e-05,16.07553485952764,JJ,JJ,hungri,0,3.169925001442312,0,1,0,0,0,1,0,0,0,0,-1
hunter,5,6,2.4134069583349424e-05,15.338569265361432,NN,NN,hunter,0,3.169925001442312,0,1,0,1,0,1,0,1,0,0,-1
hurricane,6,9,2.8960883500019303e-05,15.07553485952764,NN,NN,hurrican,0,3.0,0,0,0,1,0,1,0,0,0,0,-1
hurt,69,4,0.0003330501602502,11.551972903470626,VBD,VB,hurt,0,0.0,1,0,0,1,0,1,0,1,0,0,-1
hurtful,4,7,1.930725566667954e-05,15.660497360248796,VBN,VB,hurt,0,2.584962500721156,1,0,1,1,0,1,0,1,0,0,-1
hurting,2,7,9.65362783333977e-06,16.660497360248794,VBG,VB,hurt,0,3.169925001442312,1,0,0,1,0,1,0,1,0,0,-1
hype,5,4,2.4134069583349424e-05,15.338569265361432,VBN,VB,hype,0,3.0,0,1,0,0,0,1,0,0,0,0,-1
idiotic,1,7,4.826813916669885e-06,17.660497360248794,JJ,JJ,idiot,0,2.584962500721156,1,0,1,0,0,1,0,0,0,0,-1
ill,552,3,0.0026644012820017,8.551972903470626,NNP,NN,ill,0,0.0,1,0,1,1,0,1,0,1,0,0,-1
illuminate,3,10,1.4480441750009651e-05,16.07553485952764,VB,VB,illumin,0,2.584962500721156,0,1,0,0,1,0,1,0,1,0,1
illusion,4,8,1.930725566667954e-05,15.660497360248796,NN,NN,illus,0,3.169925001442312,0,0,0,0,0,1,0,0,1,0,-1
immediately,1,11,4.826813916669885e-06,17.660497360248794,RB,RB,immedi,0,2.584962500721156,0,1,0,0,0,1,1,0,0,0,0
important,8,9,3.861451133335908e-05,14.660497360248796,JJ,JJ,import,0,3.0,0,0,0,0,0,0,1,0,0,1,1
inconsiderate,1,13,4.826813916669885e-06,17.660497360248794,JJ,JJ,inconsider,0,2.584962500721156,1,0,1,0,0,1,0,1,0,0,-1
independence,1,12,4.826813916669885e-06,17.660497360248794,NNP,NN,independ,0,2.584962500721156,0,1,0,0,1,0,1,0,1,1,1
infidelity,2,10,9.65362783333977e-06,16.660497360248794,NN,NN,infidel,0,3.169925001442312,1,0,1,1,0,1,0,1,0,0,-1
infinity,2,8,9.65362783333977e-06,16.660497360248794,NN,NN,infin,0,3.169925001442312,0,1,0,0,1,0,1,0,0,1,1
influence,2,9,9.65362783333977e-06,16.660497360248794,NN,NN,influenc,0,3.169925001442312,0,0,0,0,0,1,1,0,0,0,0
innocent,9,8,4.344132525002896e-05,14.490572358806483,JJ,JJ,innoc,0,1.315172029168969,0,0,0,0,0,0,1,0,0,1,1
insane,25,6,0.0001206703479167,13.01664117047407,VBP,VB,insan,0,1.315172029168969,1,0,0,1,0,1,0,0,0,0,-1
insecure,6,8,2.8960883500019303e-05,15.07553485952764,NN,NN,insecur,0,3.169925001442312,1,0,0,1,0,1,0,1,0,0,-1
inspiration,1,11,4.826813916669885e-06,17.660497360248794,NN,NN,inspir,0,2.584962500721156,0,1,0,0,1,0,1,0,0,0,1
inspire,5,7,2.4134069583349424e-05,15.338569265361432,VB,VB,inspir,0,3.169925001442312,0,1,0,0,1,0,1,0,0,1,1
instruct,1,8,4.826813916669885e-06,17.660497360248794,VBP,VB,instruct,0,2.584962500721156,0,0,0,0,0,0,1,0,0,1,1
insult,1,6,4.826813916669885e-06,17.660497360248794,NN,NN,insult,0,2.584962500721156,1,0,1,0,0,1,0,1,1,0,-1
intelligence,1,12,4.826813916669885e-06,17.660497360248794,JJ,JJ,intellig,0,2.584962500721156,0,0,0,1,1,0,1,0,0,1,1
intense,2,7,9.65362783333977e-06,16.660497360248794,JJ,JJ,intens,0,3.169925001442312,1,0,1,1,1,1,1,0,1,1,0
inter,1,5,4.826813916669885e-06,17.660497360248794,NNP,NN,inter,0,2.584962500721156,0,0,0,0,0,1,0,1,0,0,-1
interior,1,8,4.826813916669885e-06,17.660497360248794,JJ,JJ,interior,0,2.584962500721156,0,0,1,0,0,0,1,0,0,1,1
interrupt,1,9,4.826813916669885e-06,17.660497360248794,VB,VB,interrupt,0,2.584962500721156,1,0,0,0,0,1,0,0,1,0,-1
intimidate,1,10,4.826813916669885e-06,17.660497360248794,VBP,VB,intimid,0,2.584962500721156,0,0,0,1,0,1,0,0,0,0,-1
invasion,2,8,9.65362783333977e-06,16.660497360248794,NN,NN,invas,0,3.169925001442312,1,0,0,0,0,1,0,0,0,0,-1
inviting,5,8,2.4134069583349424e-05,15.338569265361432,VBG,VB,invit,0,3.169925001442312,0,1,0,0,1,0,1,0,1,1,1
irate,1,5,4.826813916669885e-06,17.660497360248794,JJ,JJ,irat,0,2.584962500721156,1,0,0,0,0,1,0,0,0,0,-1
iron,4,4,1.930725566667954e-05,15.660497360248796,NNP,NN,iron,0,3.169925001442312,0,0,0,0,0,0,1,0,0,1,1
jail,6,4,2.8960883500019303e-05,15.07553485952764,NN,NN,jail,0,2.3398500028846247,0,0,0,1,0,1,0,1,0,0,-1
jealous,4,7,1.930725566667954e-05,15.660497360248796,JJ,JJ,jealou,0,3.0,1,0,1,0,0,1,0,0,0,0,-1
jealousy,4,8,1.930725566667954e-05,15.660497360248796,NN,NN,jealousi,0,3.169925001442312,1,0,1,1,0,1,0,1,0,0,-1
jest,1,4,4.826813916669885e-06,17.660497360248794,NN,NN,jest,0,2.584962500721156,0,0,0,0,1,0,1,0,1,0,1
john,4,4,1.930725566667954e-05,15.660497360248796,NNP,NN,john,0,3.0,0,0,1,0,0,1,0,0,0,0,-1
joker,5,5,2.4134069583349424e-05,15.338569265361432,NN,NN,joker,0,3.169925001442312,0,0,0,0,1,0,1,0,1,0,1
journey,3,7,1.4480441750009651e-05,16.07553485952764,NN,NN,journey,0,3.0,0,1,0,1,1,0,1,0,0,0,1
joy,5,3,2.4134069583349424e-05,15.338569265361432,NN,NN,joy,0,3.0,0,0,0,0,1,0,1,0,0,0,1
jump,9,4,4.344132525002896e-05,14.490572358806483,VB,NN,jump,0,0.0,0,0,0,0,1,0,1,0,0,0,1
justice,2,7,9.65362783333977e-06,16.660497360248794,NN,NN,justic,0,3.169925001442312,0,0,0,0,0,0,1,0,0,1,1
kick,50,4,0.0002413406958334,12.01664117047407,VB,VB,kick,0,0.0,1,0,0,0,0,1,0,0,0,0,-1
kill,36,4,0.0001737653010001,12.490572358806483,VB,VB,kill,0,0.0,0,0,0,1,0,1,0,1,0,0,-1
killing,9,7,4.344132525002896e-05,14.490572358806483,VBG,VB,kill,0,1.315172029168969,1,0,0,1,0,1,0,1,0,0,-1
kind,96,4,0.0004633741360003,11.07553485952764,NN,NN,kind,0,0.0,0,0,0,0,1,0,1,0,0,1,1
kiss,85,4,0.0004102791829169,11.251106424111091,NN,NN,kiss,0,0.0,0,1,0,0,1,0,1,0,1,0,1
kite,4,4,1.930725566667954e-05,15.660497360248796,NN,NN,kite,0,3.169925001442312,0,0,1,0,0,1,0,0,0,0,-1
kudos,1,5,4.826813916669885e-06,17.660497360248794,NNP,NN,kudo,0,2.584962500721156,0,0,0,0,1,0,1,0,0,0,1
labor,1,5,4.826813916669885e-06,17.660497360248794,NNP,NN,labor,0,2.584962500721156,0,1,0,0,1,0,1,0,1,1,1
lace,2,4,9.65362783333977e-06,16.660497360248794,NN,NN,lace,0,2.584962500721156,1,0,0,1,0,1,1,1,0,1,0
late,82,4,0.0003957987411669,11.302945355630712,JJ,JJ,late,0,0.0,0,0,0,0,0,1,0,1,0,0,-1
laugh,18,5,8.688265050005793e-05,13.490572358806483,VBP,VB,laugh,0,0.0,0,0,0,0,1,0,1,0,1,0,1
laughing,17,8,8.205583658338804e-05,13.573034518998456,VBG,VB,laugh,0,2.3398500028846247,0,0,0,0,1,0,1,0,0,0,1
laughter,4,8,1.930725566667954e-05,15.660497360248796,NN,NN,laughter,0,2.584962500721156,0,1,0,0,1,0,1,0,1,0,1
lawyer,2,6,9.65362783333977e-06,16.660497360248794,NN,NN,lawyer,0,2.584962500721156,1,0,1,1,0,1,0,0,0,0,-1
leader,2,6,9.65362783333977e-06,16.660497360248794,JJ,JJ,leader,0,3.169925001442312,0,0,0,0,0,0,1,0,0,1,1
leave,181,5,0.0008736533189172,10.16065147316559,VB,VB,leav,0,0.0,0,0,0,0,0,1,0,1,1,0,-1
legal,8,5,3.861451133335908e-05,14.660497360248796,JJ,JJ,legal,0,2.584962500721156,0,0,0,0,0,0,1,0,0,1,1
lesson,10,6,4.826813916669885e-05,14.338569265361432,NN,NN,lesson,0,3.0,0,1,0,0,0,0,1,0,0,1,1
lethal,1,6,4.826813916669885e-06,17.660497360248794,JJ,JJ,lethal,0,2.584962500721156,0,0,1,1,0,1,0,1,0,0,-1
level,2,5,9.65362783333977e-06,16.660497360248794,NN,NN,level,0,2.584962500721156,0,0,0,0,0,0,1,0,0,1,1
liar,10,4,4.826813916669885e-05,14.338569265361432,NN,NN,liar,0,3.0,0,0,1,0,0,1,0,0,0,0,-1
liberty,8,7,3.861451133335908e-05,14.660497360248796,NN,NN,liberti,0,3.0,0,1,0,0,1,0,1,0,1,1,1
lick,7,4,3.378769741668919e-05,14.85314243819119,NN,NN,lick,0,3.169925001442312,0,0,1,0,0,1,0,0,0,0,-1
lie,228,3,0.0011005135730007,9.827607346084053,FW,FW,lie,0,0.0,1,0,1,0,0,1,0,1,0,0,-1
lifeless,2,8,9.65362783333977e-06,16.660497360248794,JJ,JJ,lifeless,0,3.169925001442312,0,0,0,1,0,1,0,1,0,0,-1
lightning,13,9,6.27485809167085e-05,13.960057642107705,VBG,VB,lightn,0,1.315172029168969,1,0,0,1,0,0,0,0,1,0,0
lion,7,4,3.378769741668919e-05,14.85314243819119,NN,NN,lion,0,3.0,0,0,0,1,0,0,1,0,0,0,1
liquor,2,6,9.65362783333977e-06,16.660497360248794,NN,NN,liquor,0,2.584962500721156,1,0,0,0,1,1,0,1,0,0,-1
litigate,1,8,4.826813916669885e-06,17.660497360248794,VB,VB,litig,0,2.584962500721156,1,1,1,1,0,1,0,1,0,0,-1
loathe,1,6,4.826813916669885e-06,17.660497360248794,VBP,VB,loath,0,2.584962500721156,1,0,1,0,0,1,0,0,0,0,-1
loathsome,1,9,4.826813916669885e-06,17.660497360248794,JJ,JJ,loathsom,0,2.584962500721156,1,0,1,0,0,1,0,0,0,0,-1
loneliness,3,10,1.4480441750009651e-05,16.07553485952764,NN,NN,loneli,0,3.169925001442312,0,0,0,1,0,1,0,1,0,0,-1
lonely,151,6,0.0007288489014171,10.422092620923715,JJ,JJ,lone,0,0.0,1,0,1,1,0,1,0,1,0,0,-1
lonesome,1,8,4.826813916669885e-06,17.660497360248794,JJ,JJ,lonesom,0,2.584962500721156,0,0,0,0,0,1,0,1,0,0,-1
longing,10,7,4.826813916669885e-05,14.338569265361432,VBG,VB,long,0,2.3398500028846247,0,1,0,0,0,0,0,1,0,0,0
loo,6,3,2.8960883500019303e-05,15.07553485952764,NN,NN,loo,0,2.584962500721156,0,0,1,0,0,1,0,0,0,0,-1
loon,2,4,9.65362783333977e-06,16.660497360248794,NN,NN,loon,0,2.584962500721156,0,0,1,0,0,1,0,0,0,0,-1
lord,64,4,0.0003089160906668,11.660497360248796,NNP,NN,lord,0,1.315172029168969,0,0,1,0,0,1,1,0,0,1,0
lose,115,4,0.000555083600417,10.81500730930442,VB,VB,lose,0,0.0,1,0,1,1,0,1,0,1,1,0,-1
losing,31,6,0.0001496312314167,12.70630104986192,VBG,VB,lose,0,1.315172029168969,1,0,0,0,0,1,0,1,0,0,-1
loss,1,4,4.826813916669885e-06,17.660497360248794,NN,NN,loss,0,2.584962500721156,1,0,0,1,0,1,0,1,0,0,-1
lost,89,4,0.0004295864385836,11.184763929282395,VBN,VB,lost,0,0.0,0,0,0,0,0,1,0,1,0,0,-1
love,1240,4,0.0059852492566706,7.384372954974557,NN,NN,love,0,0.0,0,0,0,0,1,0,1,0,0,0,1
lovely,12,6,5.792176700003861e-05,14.07553485952764,RB,RB,love,0,2.3398500028846247,0,1,0,0,1,0,1,1,1,1,1
lover,46,5,0.0002220334401668,12.136935404191782,NN,NN,lover,0,0.0,0,1,0,0,1,0,1,0,0,1,1
loving,20,6,9.65362783333977e-05,13.338569265361432,NN,NN,love,0,0.0,0,0,0,0,1,0,1,0,0,1,1
lower,2,5,9.65362783333977e-06,16.660497360248794,JJR,JJ,lower,0,3.169925001442312,0,0,0,0,0,1,0,1,0,0,-1
lowest,1,6,4.826813916669885e-06,17.660497360248794,JJS,JJ,lowest,0,2.584962500721156,0,0,0,0,0,1,0,1,0,0,-1
lowly,1,5,4.826813916669885e-06,17.660497360248794,RB,RB,lowli,0,2.584962500721156,0,0,0,0,0,1,0,1,0,0,-1
luck,15,4,7.240220875004827e-05,13.753606764640276,NN,NN,luck,0,0.0,0,1,0,0,1,0,1,0,1,0,1
lucky,39,5,0.0001882457427501,12.375095141386549,JJ,JJ,lucki,0,3.0,0,0,0,0,1,0,1,0,1,0,1
lust,5,4,2.4134069583349424e-05,15.338569265361432,NN,NN,lust,0,1.315172029168969,0,1,0,0,0,1,0,0,0,0,-1
lying,23,5,0.0001110167200834,13.136935404191782,VBG,VB,lie,0,1.315172029168969,1,0,1,0,0,1,0,0,0,0,-1
lyrical,2,7,9.65362783333977e-06,16.660497360248794,JJ,JJ,lyric,0,2.584962500721156,0,0,0,0,1,0,1,0,0,0,1
mace,1,4,4.826813916669885e-06,17.660497360248794,NN,NN,mace,0,2.584962500721156,0,0,0,1,0,1,0,0,0,0,-1
mad,22,3,0.0001061899061667,13.201065741611496,NN,NN,mad,0,1.315172029168969,1,0,1,1,0,1,0,1,0,0,-1
madness,5,7,2.4134069583349424e-05,15.338569265361432,NN,NN,mad,0,3.0,1,0,0,1,0,1,0,0,0,0,-1
mafia,1,5,4.826813916669885e-06,17.660497360248794,NNP,NN,mafia,0,2.584962500721156,0,0,0,1,0,1,0,0,0,0,-1
maggot,1,6,4.826813916669885e-06,17.660497360248794,NN,NN,maggot,0,2.584962500721156,0,0,1,0,0,1,0,0,0,0,-1
magical,4,7,1.930725566667954e-05,15.660497360248796,JJ,JJ,magic,0,3.0,0,1,0,0,1,0,1,0,1,0,1
magnet,4,6,1.930725566667954e-05,15.660497360248796,NN,NN,magnet,0,3.169925001442312,0,0,0,0,0,0,1,0,0,1,1
malicious,1,9,4.826813916669885e-06,17.660497360248794,JJ,JJ,malici,0,2.584962500721156,1,0,1,1,0,1,0,1,0,0,-1
maniac,1,6,4.826813916669885e-06,17.660497360248794,NN,NN,maniac,0,2.584962500721156,1,0,0,1,0,1,0,0,0,0,-1
marriage,2,8,9.65362783333977e-06,16.660497360248794,NN,NN,marriag,0,2.584962500721156,0,1,0,0,1,0,1,0,0,1,1
marry,10,5,4.826813916669885e-05,14.338569265361432,NN,VB,marri,0,1.315172029168969,0,1,0,1,1,0,1,0,1,1,1
martyr,1,6,4.826813916669885e-06,17.660497360248794,NN,NN,martyr,0,2.584962500721156,0,0,0,1,0,1,0,1,0,0,-1
masterpiece,2,11,9.65362783333977e-06,16.660497360248794,NN,NN,masterpiec,0,2.584962500721156,0,0,0,0,1,0,1,0,0,0,1
mate,1,4,4.826813916669885e-06,17.660497360248794,NN,NN,mate,0,2.584962500721156,0,0,0,0,0,0,1,0,0,1,1
meaningless,2,11,9.65362783333977e-06,16.660497360248794,JJ,JJ,meaningless,0,3.169925001442312,0,0,0,0,0,1,0,1,0,0,-1
medical,1,7,4.826813916669885e-06,17.660497360248794,JJ,JJ,medic,0,2.584962500721156,0,1,0,1,0,0,1,0,0,1,1
meditate,1,8,4.826813916669885e-06,17.660497360248794,NN,NN,medit,0,2.584962500721156,0,1,0,0,1,0,1,0,0,1,1
melee,1,5,4.826813916669885e-06,17.660497360248794,NN,NN,mele,0,2.584962500721156,0,0,0,1,0,1,0,0,0,0,-1
meltdown,1,8,4.826813916669885e-06,17.660497360248794,NN,NN,meltdown,0,2.584962500721156,0,0,0,0,0,1,0,1,0,0,-1
mentor,1,6,4.826813916669885e-06,17.660497360248794,NN,NN,mentor,0,2.584962500721156,0,0,0,0,0,0,1,0,0,1,1
merry,1,5,4.826813916669885e-06,17.660497360248794,JJ,JJ,merri,0,2.584962500721156,0,0,0,0,1,0,1,0,0,0,1
mess,14,4,6.757539483337838e-05,13.85314243819119,NN,NN,mess,0,2.3398500028846247,0,0,1,0,0,1,0,0,0,0,-1
mighty,5,6,2.4134069583349424e-05,15.338569265361432,JJ,NN,mighti,0,3.169925001442312,1,0,0,1,1,0,1,0,0,1,1
miracle,2,7,9.65362783333977e-06,16.660497360248794,NN,NN,miracl,0,3.169925001442312,0,1,0,0,1,0,1,0,1,1,1
misery,4,6,1.930725566667954e-05,15.660497360248796,NN,NN,miseri,0,3.169925001442312,1,0,1,1,0,1,0,1,0,0,-1
missing,11,7,5.309495308336873e-05,14.201065741611496,VBG,VB,miss,0,2.584962500721156,0,0,0,1,0,1,0,1,0,0,-1
mistake,2,7,9.65362783333977e-06,16.660497360248794,NN,NN,mistak,0,3.169925001442312,0,0,0,0,0,1,0,1,0,0,-1
mistaken,2,8,9.65362783333977e-06,16.660497360248794,VBN,VB,mistaken,0,2.584962500721156,0,0,0,1,0,1,0,0,0,0,-1
misunderstanding,1,16,4.826813916669885e-06,17.660497360248794,NN,NN,misunderstand,0,2.584962500721156,1,0,0,0,0,1,0,1,0,0,-1
moan,3,4,1.4480441750009651e-05,16.07553485952764,NN,NN,moan,0,3.169925001442312,0,0,0,1,0,0,0,1,0,0,0
money,136,5,0.0006564466926671,10.573034518998456,NN,NN,money,0,0.0,1,1,0,0,1,0,1,0,1,1,1
monster,6,7,2.8960883500019303e-05,15.07553485952764,NN,NN,monster,0,2.584962500721156,0,0,0,1,0,1,0,0,0,0,-1
morals,1,6,4.826813916669885e-06,17.660497360248794,NN,NN,moral,0,2.584962500721156,1,1,1,0,1,0,1,0,1,1,1
morgue,1,6,4.826813916669885e-06,17.660497360248794,NN,NN,morgu,0,2.584962500721156,0,0,1,1,0,1,0,1,0,0,-1
mosquito,3,8,1.4480441750009651e-05,16.07553485952764,NN,NN,mosquito,0,2.584962500721156,1,0,1,0,0,1,0,0,0,0,-1
mother,31,6,0.0001496312314167,12.70630104986192,NN,NN,mother,0,0.0,0,1,0,0,1,1,1,1,0,1,0
mourn,2,5,9.65362783333977e-06,16.660497360248794,NN,NN,mourn,0,3.169925001442312,0,0,0,0,0,1,0,1,0,0,-1
mum,1,3,4.826813916669885e-06,17.660497360248794,NN,NN,mum,0,2.584962500721156,0,0,0,1,0,1,0,0,0,0,-1
murder,4,6,1.930725566667954e-05,15.660497360248796,NN,NN,murder,0,3.169925001442312,1,0,1,1,0,1,0,1,1,0,-1
music,103,5,0.0004971618334169,10.973996833065575,NN,NN,music,0,0.0,0,0,0,0,1,0,1,1,0,0,1
muzzle,1,6,4.826813916669885e-06,17.660497360248794,NN,NN,muzzl,0,2.584962500721156,0,0,0,1,0,1,0,0,0,0,-1
mystery,10,7,4.826813916669885e-05,14.338569265361432,NN,NN,mysteri,0,2.3398500028846247,0,1,0,0,0,0,0,0,1,0,0
nasty,8,5,3.861451133335908e-05,14.660497360248796,JJ,JJ,nasti,0,2.3398500028846247,1,0,1,1,0,1,0,1,0,0,-1
navigator,1,9,4.826813916669885e-06,17.660497360248794,NN,NN,navig,0,2.584962500721156,0,1,0,0,0,0,0,0,0,1,0
negative,1,8,4.826813916669885e-06,17.660497360248794,JJ,JJ,neg,0,2.584962500721156,0,0,0,0,0,1,0,1,0,0,-1
neighbor,1,8,4.826813916669885e-06,17.660497360248794,NN,NN,neighbor,0,2.584962500721156,0,1,0,0,0,0,1,0,0,1,1
nervous,10,7,4.826813916669885e-05,14.338569265361432,JJ,JJ,nervou,0,0.0,0,1,0,1,0,1,0,0,0,0,-1
neurotic,1,8,4.826813916669885e-06,17.660497360248794,JJ,JJ,neurot,0,2.584962500721156,0,0,1,1,0,1,0,0,0,0,-1
neutral,1,7,4.826813916669885e-06,17.660497360248794,JJ,JJ,neutral,0,2.584962500721156,0,1,0,0,0,0,0,0,0,1,0
nicotine,1,8,4.826813916669885e-06,17.660497360248794,NN,NN,nicotin,0,2.584962500721156,0,0,1,0,0,1,0,0,0,0,-1
nightmare,2,9,9.65362783333977e-06,16.660497360248794,NN,NN,nightmar,0,3.169925001442312,0,0,0,1,0,1,0,0,0,0,-1
noose,2,5,9.65362783333977e-06,16.660497360248794,NN,NN,noos,0,3.169925001442312,0,0,0,0,0,1,0,1,0,0,-1
nothingness,2,11,9.65362783333977e-06,16.660497360248794,JJ,JJ,nothing,0,3.169925001442312,0,0,0,0,0,1,0,1,0,0,-1
notoriety,1,9,4.826813916669885e-06,17.660497360248794,VB,VB,notorieti,0,2.584962500721156,1,0,1,1,0,1,1,0,0,0,0
nuisance,2,8,9.65362783333977e-06,16.660497360248794,NN,NN,nuisanc,0,2.584962500721156,1,0,0,0,0,1,0,0,0,0,-1
nun,2,3,9.65362783333977e-06,16.660497360248794,NNP,NN,nun,0,2.584962500721156,0,0,0,0,0,1,0,0,0,1,-1
oath,2,4,9.65362783333977e-06,16.660497360248794,NN,NN,oath,0,2.584962500721156,0,0,0,0,0,0,1,0,0,1,1
obvious,1,7,4.826813916669885e-06,17.660497360248794,JJ,JJ,obviou,0,2.584962500721156,0,0,0,0,0,0,1,0,0,1,1
offense,1,7,4.826813916669885e-06,17.660497360248794,NN,NN,offens,0,2.584962500721156,1,0,1,1,0,1,0,1,0,0,-1
opera,1,5,4.826813916669885e-06,17.660497360248794,NN,NN,opera,0,2.584962500721156,1,1,0,1,1,0,1,1,1,1,1
opponent,1,8,4.826813916669885e-06,17.660497360248794,NN,NN,oppon,0,2.584962500721156,1,1,1,1,0,1,0,0,0,0,-1
oppression,1,10,4.826813916669885e-06,17.660497360248794,NN,NN,oppress,0,2.584962500721156,1,0,1,1,0,1,0,1,0,0,-1
optimist,7,8,3.378769741668919e-05,14.85314243819119,NN,NN,optimist,0,2.584962500721156,0,0,0,0,0,0,1,0,0,1,1
ovation,2,7,9.65362783333977e-06,16.660497360248794,NNP,NN,ovat,0,3.169925001442312,0,0,0,0,0,1,0,1,0,0,-1
overload,1,8,4.826813916669885e-06,17.660497360248794,NN,NN,overload,0,2.584962500721156,0,0,0,0,0,1,0,1,0,0,-1
overwhelmed,2,11,9.65362783333977e-06,16.660497360248794,JJ,JJ,overwhelm,0,2.584962500721156,0,0,0,0,0,1,0,1,0,0,-1
paddle,1,6,4.826813916669885e-06,17.660497360248794,NN,NN,paddl,0,2.584962500721156,0,1,0,0,0,0,1,0,0,0,1
pain,50,4,0.0002413406958334,12.01664117047407,NN,NN,pain,0,0.0,0,0,0,1,0,1,0,1,0,0,-1
painful,3,7,1.4480441750009651e-05,16.07553485952764,JJ,JJ,pain,0,3.0,1,0,1,1,0,1,0,1,0,0,-1
panic,1,5,4.826813916669885e-06,17.660497360248794,NN,NN,panic,0,2.584962500721156,0,0,0,1,0,1,0,0,0,0,-1
parade,2,6,9.65362783333977e-06,16.660497360248794,NN,NN,parad,0,3.169925001442312,0,1,0,1,1,1,1,0,1,0,0
paranoia,2,8,9.65362783333977e-06,16.660497360248794,NN,NN,paranoia,0,3.169925001442312,0,0,0,1,0,1,0,0,0,0,-1
passion,11,7,5.309495308336873e-05,14.201065741611496,NN,NN,passion,0,3.0,0,1,0,0,1,0,1,0,0,1,1
passionate,1,10,4.826813916669885e-06,17.660497360248794,JJ,JJ,passion,0,2.584962500721156,0,1,0,0,1,0,1,0,0,1,1
pastry,1,6,4.826813916669885e-06,17.660497360248794,NN,NN,pastri,0,2.584962500721156,0,0,0,0,1,0,1,0,0,0,1
pathetic,1,8,4.826813916669885e-06,17.660497360248794,JJ,JJ,pathet,0,2.584962500721156,0,0,1,0,0,1,0,1,0,0,-1
patience,5,8,2.4134069583349424e-05,15.338569265361432,NN,NN,patienc,0,3.0,0,1,0,0,0,0,1,0,0,1,1
